,description,avg price,qtd,elasticity,date,revenue,perfect price,price difference,restaurant,profit
354,costeletas de borrego prato,11.504410958904108,365.0,0.1393639927876749,2019-02-01,4199.11,13.11,1.6055890410958913,CO,18.47135615987991
355,entrecote prato,11.50440082644628,968.0,0.05254939314655623,2016-02-01,11136.26,12.11,0.6055991735537187,CO,6.967055632726586
356,lombo prato,11.504396946564885,655.0,0.07766075635205864,2018-02-01,7535.38,12.4,0.8956030534351154,CO,10.303373033273129
357,maminha prato,9.73449744463373,587.0,0.07332540863627812,2017-02-01,5714.15,10.45,0.7155025553662693,CO,6.965057796841852
358,pao,1.3274074074074074,81.0,0.07245999098993708,2017-02-01,107.52,1.42,0.09259259259259256,CO,0.1229080932784636
359,pica-pau,5.752202531645569,395.0,0.06438965987276286,2017-02-01,2272.12,6.12,0.36779746835443117,CO,2.11564552860119
360,picanha prato,9.7345,720.0,0.059780591900406264,2016-02-01,7008.84,10.32,0.5854999999999997,CO,5.699549749999997
361,prego entrecote,6.637196969696969,396.0,0.07410859471851618,2018-02-01,2628.33,7.13,0.49280303030303063,CO,3.2708307793847586
362,prego lombo,6.637211055276382,398.0,0.07373634620420567,2020-02-01,2641.61,7.13,0.49278894472361756,CO,3.2707442318375763
363,prego maminha,5.486705882352941,255.0,0.0951372420775349,2017-02-01,1399.11,6.01,0.5232941176470591,CO,2.871160913494811
364,prego picanha,5.4867117117117115,222.0,0.10927938065243589,2016-02-01,1218.05,6.09,0.6032882882882884,CO,3.3100689168898634
365,prego secretos,5.486760563380281,71.0,0.34169350010116395,2017-02-01,389.56,7.36,1.873239436619719,CO,10.27801626661377
366,prego vazia,6.194677419354839,186.0,0.14726000451117033,2017-02-01,1152.21,7.11,0.915322580645161,CO,5.670128121748178
367,salada mista,1.3273913043478263,437.0,0.013430636313412419,2016-02-01,580.07,1.35,0.022608695652173827,CO,0.030010586011342044
368,secretos prato,9.734528301886792,159.0,0.2707053541371174,2018-02-01,1547.79,12.37,2.635471698113207,CO,25.65507383410466
369,vazia prato,10.619495412844037,436.0,0.10769522554408897,2016-02-01,4630.1,11.76,1.140504587155963,CO,12.11158323163033
370,batata wedge,1.3273990306946688,1857.0,0.003160593555059476,2018-03-01,2464.98,1.33,0.002600969305331269,CO,0.0034525241347633123
371,chuleton prato,15.044181818181817,110.0,0.6047208545975019,2017-03-01,1654.86,24.14,9.095818181818183,CO,136.8391425123967
372,costeletas de borrego prato,11.504399038461539,416.0,0.12227837658682758,2018-03-01,4785.83,12.91,1.405600961538461,CO,16.170594350383684
373,entrecote prato,11.50440226171244,1238.0,0.04108870671408201,2022-03-01,14242.450000000003,11.98,0.4755977382875596,CO,5.471467696020722
374,lombo prato,11.50440377804014,847.0,0.06005646471856199,2018-03-01,9744.23,12.2,0.6955962219598586,CO,8.002419803905445
375,maminha prato,9.7345,660.0,0.06521519116407956,2017-03-01,6424.77,10.37,0.6354999999999986,CO,6.186274749999987
376,pao,1.327422680412371,97.0,0.060508523724148576,2022-03-01,128.76,1.41,0.08257731958762893,CO,0.10961500690827938
377,pica-pau,5.752199488491049,391.0,0.06504834320752304,2020-03-01,2249.11,6.13,0.37780051150895133,CO,2.173183909053446
378,picanha prato,9.734500537056928,931.0,0.046232039251279555,2017-03-01,9062.82,10.18,0.4454994629430722,CO,4.336714761277909
379,prego entrecote,6.637199074074074,432.0,0.06793290003064299,2022-03-01,2867.27,7.09,0.452800925925926,CO,3.0053298862954394
380,prego lombo,6.63719165085389,527.0,0.05568686905267016,2021-03-01,3497.8,7.01,0.3728083491461094,CO,2.4744004623211793
381,prego maminha,5.4867042253521126,355.0,0.06833799831882587,2022-03-01,1947.78,5.86,0.37329577464788777,CO,2.0481635040666557
382,prego picanha,5.486697530864197,324.0,0.07487641914463661,2016-03-01,1777.69,5.9,0.41330246913580293,CO,2.267665636907486
383,prego secretos,5.486666666666667,81.0,0.29950399177592857,2018-03-01,444.4200000000001,7.13,1.6433333333333326,CO,9.01642222222222
384,prego vazia,6.194691358024691,162.0,0.16907668191508898,2017-03-01,1003.54,7.24,1.0453086419753088,CO,6.475364410912972
385,salada mista,1.326990476190476,525.0,0.011176030035786396,2018-03-01,696.67,1.34,0.013009523809524026,CO,0.017263514195011622
386,secretos prato,9.734475138121548,181.0,0.23780064220503,2016-03-01,1761.94,12.05,2.315524861878453,CO,22.540419199658132
387,vazia prato,10.619509202453987,489.0,0.09602286157322465,2016-03-01,5192.94,11.64,1.0204907975460138,CO,10.837111415559502
388,batata wedge,1.3273997709049254,1746.0,0.0033615266349691576,2017-04-01,2317.64,1.33,0.0026002290950746243,CO,0.003451543505102378
389,chuleton prato,15.044227642276423,123.0,0.5408089156207982,2017-04-01,1850.44,23.18,8.135772357723576,CO,122.39641139533346
390,costeletas de borrego prato,11.504411085450347,433.0,0.11747773193311241,2018-04-01,4981.41,12.86,1.355588914549653,CO,15.59525213585863
391,entrecote prato,11.504403387220938,1299.0,0.039159217774116545,2018-04-01,14944.219999999998,11.95,0.4455966127790614,CO,5.12632318138961
392,lombo prato,11.504393939393939,792.0,0.06422699761881744,2018-04-01,9111.48,12.24,0.7356060606060613,CO,8.462701905417822
393,maminha prato,9.734506828528072,659.0,0.06531419781682073,2019-04-01,6415.04,10.37,0.6354931714719267,CO,6.186212617176432
394,pao,1.3273493975903614,83.0,0.07071087679771627,2019-04-01,110.17,1.42,0.09265060240963852,CO,0.12297972129481777
395,pica-pau,5.752190265486725,452.0,0.05626960489766055,2019-04-01,2599.99,6.08,0.32780973451327533,CO,1.88562396379905
396,picanha prato,9.734506024096387,830.0,0.05185789494507583,2018-04-01,8079.640000000001,10.24,0.5054939759036134,CO,4.920734153578159
397,prego entrecote,6.637199074074074,432.0,0.06793290003064299,2017-04-01,2867.27,7.09,0.452800925925926,CO,3.0053298862954394
398,prego lombo,6.637201646090535,486.0,0.06038482342727458,2018-04-01,3225.68,7.04,0.40279835390946506,CO,2.673453897610459
399,prego maminha,5.486706586826347,334.0,0.07263473007385687,2018-04-01,1832.56,5.89,0.4032934131736523,CO,2.2127526264835575
400,prego picanha,5.4867010309278355,291.0,0.0833676126416825,2018-04-01,1596.63,5.94,0.45329896907216494,CO,2.4871159209267724
401,prego secretos,5.486734693877551,98.0,0.24755228696625609,2021-04-01,537.7,6.84,1.3532653061224487,CO,7.425007705122864
402,prego vazia,6.194678899082569,218.0,0.12564388707264165,2019-04-01,1350.44,6.97,0.7753211009174308,CO,4.802865263866676
403,salada mista,1.3273958333333333,576.0,0.010189597385946849,2019-04-01,764.58,1.34,0.01260416666666675,CO,0.016730718315972334
404,secretos prato,9.73448275862069,232.0,0.18552564626671933,2017-04-01,2258.4,11.54,1.8055172413793095,CO,17.57577645659928
405,vazia prato,10.619507640067912,589.0,0.07972015687787241,2022-04-01,6254.89,11.47,0.8504923599320886,CO,9.031810114118203
406,wagyu fraldinha prato,20.354,45.0,1.9999369952903492,2018-04-01,915.93,61.06,40.706,CO,828.529924
407,batata wedge,1.3274012964054214,1697.0,0.0034585929580453886,2020-05-01,2252.6,1.33,0.0025987035945786996,CO,0.0034495225204171946
408,chuleton prato,15.04423076923077,156.0,0.4264071182531218,2017-05-01,2346.9,21.46,6.4157692307692304,CO,96.52031286982249
409,costeletas de borrego prato,11.504402730375427,293.0,0.17361031052652529,2018-05-01,3370.79,13.5,1.9955972696245734,CO,22.95815467739869
410,entrecote prato,11.504402054292003,1363.0,0.037320482754881985,2017-05-01,15680.5,11.93,0.425597945707997,CO,4.896249880905537
411,lombo prato,11.504404624277456,865.0,0.05880673914259136,2017-05-01,9951.31,12.18,0.6755953757225441,CO,7.772322564602902
412,maminha prato,9.734506666666666,750.0,0.057389407527465484,2016-05-01,7300.88,10.29,0.5554933333333327,CO,5.407453556622216
413,pao,1.3274137931034482,58.0,0.10119461215780885,2022-05-01,76.99,1.46,0.13258620689655176,CO,0.17599675980975032
414,pica-pau,5.752194513715711,401.0,0.0634261351563462,2020-05-01,2306.63,6.12,0.367805486284289,CO,2.1156887003190263
415,picanha prato,9.734495504495504,1001.0,0.04299900728370415,2018-05-01,9744.23,10.15,0.4155044955044964,CO,4.044726643586193
416,prego entrecote,6.637210884353742,441.0,0.0665466327290771,2018-05-01,2927.01,7.08,0.4427891156462582,CO,2.938884737840713
417,prego lombo,6.637204081632653,490.0,0.05989190807069124,2017-05-01,3252.23,7.03,0.39279591836734706,CO,2.6070666726364022
418,prego maminha,5.486688311688312,308.0,0.07876597090711406,2017-05-01,1689.9,5.92,0.4333116883116883,CO,2.3774461755776692
419,prego picanha,5.486708860759493,237.0,0.10236291096659018,2018-05-01,1300.35,6.05,0.5632911392405067,CO,3.0906144848581976
420,prego secretos,5.4867058823529415,85.0,0.28541172623260475,2017-05-01,466.37,7.05,1.5632941176470583,CO,8.577335031141866
421,prego vazia,6.194720812182741,197.0,0.13903833860219056,2022-05-01,1220.36,7.06,0.8652791878172588,CO,5.360162993120151
422,salada mista,1.3273996509598605,573.0,0.010242975522351712,2018-05-01,760.6,1.34,0.012600349040139625,CO,0.016725698917853752
423,secretos prato,9.734502164502166,231.0,0.186329159042626,2019-05-01,2248.67,11.55,1.815497835497835,CO,17.67296760930267
424,vazia prato,10.61950177935943,562.0,0.08355008271776108,2018-05-01,5968.16,11.51,0.8904982206405698,CO,9.456647438608938
425,batata wedge,1.3273997493734337,1596.0,0.0036774595297322005,2016-06-01,2118.53,1.33,0.002600250626566325,CO,0.003451572030012254
426,chuleton prato,15.044166666666667,96.0,0.6929086147067353,2019-06-01,1444.24,25.47,10.425833333333332,CO,156.84797430555554
427,costeletas de borrego prato,11.504404432132965,361.0,0.14090811221262112,2021-06-01,4153.09,13.13,1.6255955678670357,CO,18.70150885582523
428,entrecote prato,11.50439899833055,1198.0,0.04246060474347016,2021-06-01,13782.27,11.99,0.4856010016694494,CO,5.586547677194326
429,lombo prato,11.504398868458274,707.0,0.07194880326511247,2019-06-01,8133.61,12.33,0.8256011315417258,CO,9.498044723506501
430,maminha prato,9.734495867768596,605.0,0.07114381470617305,2019-06-01,5889.37,10.43,0.6955041322314042,CO,6.770382101222586
431,pao,1.32734375,64.0,0.09170277816949303,2017-06-01,84.95,1.45,0.12265624999999991,CO,0.16280700683593738
432,pica-pau,5.752209821428571,448.0,0.05677220509423354,2016-06-01,2576.99,6.08,0.327790178571429,CO,1.8855178845463991
433,picanha prato,9.734498186215236,827.0,0.05204597115897106,2018-06-01,8050.429999999999,10.24,0.5055018137847647,CO,4.920806489416304
434,prego entrecote,6.637209302325581,387.0,0.07583219131378198,2018-06-01,2568.6,7.14,0.5027906976744188,CO,3.337127095727421
435,prego lombo,6.6372,400.0,0.07336754226827033,2018-06-01,2654.88,7.12,0.4828000000000001,CO,3.2044401600000008
436,prego maminha,5.486699029126214,309.0,0.07851121821220579,2018-06-01,1695.39,5.92,0.43330097087378583,CO,2.3773920162126467
437,prego picanha,5.486703703703704,270.0,0.089851804061721,2019-06-01,1481.41,5.98,0.4932962962962968,CO,2.706570615912211
438,prego secretos,5.4865957446808515,47.0,0.5161597818187681,2017-06-01,257.87,8.32,2.8334042553191487,CO,15.545743730194658
439,prego vazia,6.194678362573099,171.0,0.16017757315560094,2022-06-01,1059.29,7.19,0.9953216374269012,CO,6.165697411169252
440,salada mista,1.3273947895791582,499.0,0.011761930820132485,2022-06-01,662.37,1.34,0.01260521042084184,CO,0.016732090634174367
441,secretos prato,9.73453125,128.0,0.3362669089309938,2021-06-01,1246.02,13.01,3.27546875,CO,31.885152905273436
442,vazia prato,10.619492600422834,473.0,0.09927083700176001,2019-06-01,5023.02,11.67,1.0505073995771657,CO,11.155855556499144
443,batata wedge,1.32740059347181,1685.0,0.003483222042560586,2017-07-01,2236.67,1.33,0.002599406528190018,CO,0.0034504537681939273
444,chuleton prato,15.04417808219178,146.0,0.45561148963484005,2017-07-01,2196.45,21.9,6.855821917808219,CO,103.14020583130042
445,costeletas de borrego prato,11.50440329218107,486.0,0.10466630343281788,2019-07-01,5591.14,12.71,1.2055967078189305,CO,13.869670734474763
446,entrecote prato,11.504400289017342,1384.0,0.03675419811385317,2017-07-01,15922.090000000002,11.93,0.4255997109826577,CO,4.896269438034585
447,lombo prato,11.504399038461539,832.0,0.06113918829341379,2016-07-01,9571.66,12.21,0.7056009615384617,CO,8.117515023460617
448,maminha prato,9.734499999999999,700.0,0.06148860881184643,2022-07-01,6814.149999999999,10.33,0.5955000000000013,CO,5.796894750000011
449,pao,1.3274444444444444,90.0,0.06521581147777068,2018-07-01,119.47,1.41,0.0825555555555555,CO,0.10958791358024683
450,pica-pau,5.752202643171806,454.0,0.0560218417243729,2018-07-01,2611.5,6.07,0.3177973568281942,CO,1.8280347959401524
451,picanha prato,9.734497950819673,976.0,0.04410042736439036,2017-07-01,9500.87,10.16,0.4255020491803272,CO,4.142048825815467
452,prego entrecote,6.6372020725388605,386.0,0.07602856495139287,2018-07-01,2561.96,7.14,0.5027979274611392,CO,3.3371714462133166
453,prego lombo,6.623719512195121,492.0,0.059527259423743505,2019-07-01,3258.87,7.02,0.39628048780487823,CO,2.624850799375373
454,prego maminha,5.486690647482014,278.0,0.08726593297599712,2017-07-01,1525.3,5.97,0.4833093525179857,CO,2.65176890430102
455,prego picanha,5.48669014084507,284.0,0.08542227861684266,2019-07-01,1558.2199999999998,5.96,0.47330985915492985,CO,2.5969045377901225
456,prego vazia,6.194686192468619,239.0,0.11460418255331545,2018-07-01,1480.53,6.9,0.7053138075313816,CO,4.369197704872119
457,salada mista,1.3273972602739728,584.0,0.010050024663802047,2019-07-01,775.2,1.34,0.012602739726027323,CO,0.016728842184274628
458,vazia prato,10.619491833030853,551.0,0.0852179718851818,2018-07-01,5851.34,11.52,0.9005081669691464,CO,9.562939124706434
459,batata wedge,1.3274020618556701,1455.0,0.0040338389239276806,2017-08-01,1931.3700000000001,1.33,0.0025979381443299587,CO,0.0034485084493570805
460,chuleton prato,15.044213836477988,159.0,0.4183612300483974,2018-08-01,2392.03,21.34,6.295786163522012,CO,94.71515331276451
461,costeletas de borrego prato,11.504397163120567,423.0,0.12025483774969302,2016-08-01,4866.36,12.89,1.3856028368794338,CO,15.940525345807567
462,entrecote prato,11.504402017291067,1388.0,0.03664828374013038,2019-08-01,15968.11,11.93,0.4255979827089327,CO,4.896250290831654
463,lombo prato,11.504404761904762,756.0,0.0672854893741718,2022-08-01,8697.33,12.28,0.7755952380952369,CO,8.922761550453501
464,maminha prato,9.734494047619048,672.0,0.06405059501379279,2020-08-01,6541.58,10.36,0.6255059523809514,CO,6.088983970202655
465,pao,1.3273863636363636,88.0,0.06669507071740038,2018-08-01,116.81,1.42,0.09261363636363629,CO,0.12293407799586767
466,pica-pau,5.752208201892745,317.0,0.08023325148669877,2017-08-01,1823.45,6.21,0.45779179810725523,CO,2.633313735831781
467,picanha prato,9.73449799196787,996.0,0.04321487679677279,2018-08-01,9695.56,10.16,0.42550200803212945,CO,4.142048442767061
468,prego entrecote,6.637201946472019,411.0,0.07140395502146231,2016-08-01,2727.89,7.11,0.4727980535279812,CO,3.1380561611640987
469,prego lombo,6.637198177676537,439.0,0.06684967847318911,2018-08-01,2913.73,7.08,0.4428018223234629,CO,2.938963448197138
470,prego maminha,5.48671186440678,295.0,0.08223736671185312,2018-08-01,1618.58,5.94,0.4532881355932208,CO,2.4870613915541537
471,prego picanha,5.486719367588933,253.0,0.09588955081437468,2022-08-01,1388.14,6.01,0.5232806324110664,CO,2.871093980533983
472,prego secretos,5.486760563380281,71.0,0.34169350010116395,2018-08-01,389.56,7.36,1.873239436619719,CO,10.27801626661377
473,prego vazia,6.19469387755102,147.0,0.18632948034402672,2021-08-01,910.62,7.35,1.1553061224489793,CO,7.156767763431902
474,salada mista,1.327399193548387,496.0,0.011833110789957246,2019-08-01,658.39,1.34,0.01260080645161299,CO,0.016726300321930395
475,secretos prato,9.734495412844037,218.0,0.19744039397129404,2018-08-01,2122.12,11.66,1.925504587155963,CO,18.743815571079875
476,vazia prato,10.619497991967872,498.0,0.09428740911860724,2017-08-01,5288.51,11.62,1.000502008032127,CO,10.624829065256996
477,batata wedge,1.3274021352313168,1405.0,0.00417739214146067,2022-09-01,1865.0,1.33,0.002597864768683289,CO,0.0034484112409924085
478,chuleton prato,15.044159292035399,113.0,0.5886654372053677,2020-09-01,1699.99,23.9,8.8558407079646,CO,133.228678275511
479,costeletas de borrego prato,11.504397905759163,382.0,0.1331617791931099,2018-09-01,4394.68,13.04,1.5356020942408364,CO,17.666177517063662
480,entrecote prato,11.504399684044234,1266.0,0.040179942744570395,2020-09-01,14564.57,11.97,0.4656003159557667,CO,5.3564521277724175
481,fraldinha angus,11.504318181818181,44.0,1.1560783441979592,2017-09-01,506.19,24.8,13.29568181818182,CO,152.95775408057852
482,lombo prato,11.504402366863905,845.0,0.06019860281298322,2019-09-01,9721.22,12.2,0.695597633136094,CO,8.002435057035811
483,maminha prato,9.734507246376813,690.0,0.06237979450556982,2022-09-01,6716.810000000001,10.34,0.6054927536231869,CO,5.894173597773563
484,pao,1.3273809523809523,84.0,0.06987074162792863,2019-09-01,111.5,1.42,0.0926190476190476,CO,0.12294075963718817
485,pica-pau,5.752209302325581,344.0,0.07393588833416548,2021-09-01,1978.76,6.18,0.4277906976744186,CO,2.4607416306111407
486,picanha prato,9.734500574052813,871.0,0.04941679530025502,2019-09-01,8478.75,10.22,0.48549942594718765,CO,4.726094440585209
487,prego entrecote,6.637203389830509,354.0,0.08290122004454553,2021-09-01,2349.57,7.19,0.5527966101694917,CO,3.6690235349037645
488,prego lombo,6.637195121951219,410.0,0.07157803741109074,2016-09-01,2721.25,7.11,0.47280487804878124,CO,3.1380982302201117
489,prego maminha,5.486694560669456,239.0,0.10150605301197113,2021-09-01,1311.32,6.04,0.5533054393305443,CO,3.035817944363721
490,prego picanha,5.486713780918728,283.0,0.08572449347716683,2018-09-01,1552.74,5.96,0.4732862190812721,CO,2.596786020552136
491,prego secretos,5.486666666666667,63.0,0.3850765608547653,2020-09-01,345.66,7.6,2.1133333333333324,CO,11.595155555555552
492,prego vazia,6.194705882352942,187.0,0.1464731908607271,2016-09-01,1158.41,7.1,0.9052941176470579,CO,5.608030795847745
493,salada mista,1.3274007936507937,504.0,0.011645297672272181,2017-09-01,669.01,1.34,0.012599206349206415,CO,0.016724196507306714
494,secretos prato,9.7345,160.0,0.2690126635518282,2021-09-01,1557.52,12.35,2.615499999999999,CO,25.46058474999999
495,vazia prato,10.619496124031008,516.0,0.09099829744535709,2017-09-01,5479.66,11.59,0.9705038759689923,CO,10.306262149209784
496,batata wedge,1.3274020618556701,1455.0,0.0040338389239276806,2017-10-01,1931.3700000000001,1.33,0.0025979381443299587,CO,0.0034485084493570805
497,chuleton prato,15.04421052631579,133.0,0.5001460221165059,2019-10-01,2000.88,22.57,7.52578947368421,CO,113.21956121883656
498,costeletas de borrego prato,11.504404255319148,470.0,0.1082294206956531,2019-10-01,5407.07,12.75,1.2455957446808519,CO,14.329836985513815
499,entrecote prato,11.50440281030445,1281.0,0.039709462402564996,2016-10-01,14737.140000000001,11.96,0.45559718969555085,CO,5.241373589500305
500,lombo prato,11.504399524375744,841.0,0.06048490702572719,2020-10-01,9675.2,12.2,0.6956004756242553,CO,8.002465780927224
501,maminha prato,9.734496,625.0,0.06886721357105367,2020-10-01,6084.06,10.4,0.6655040000000003,CO,6.4783460259840036
502,pao,1.3273863636363636,88.0,0.06669507071740038,2018-10-01,116.81,1.42,0.09261363636363629,CO,0.12293407799586767
503,pica-pau,5.752192307692307,260.0,0.09782257862904072,2019-10-01,1495.57,6.31,0.5578076923076924,CO,3.208617116863906
504,picanha prato,9.734496487119438,854.0,0.05040048083811933,2019-10-01,8313.26,10.23,0.49550351288056227,CO,4.823477205491175
505,prego entrecote,6.637188498402556,313.0,0.0937602749261693,2020-10-01,2077.44,7.26,0.622811501597444,CO,4.133717335075381
506,prego lombo,6.637201946472019,411.0,0.07140395502146231,2018-10-01,2727.89,7.11,0.4727980535279812,CO,3.1380561611640987
507,prego maminha,5.486696428571428,224.0,0.10830337021861149,2022-10-01,1229.02,6.08,0.5933035714285717,CO,3.2552765864158175
508,prego picanha,5.486709401709402,234.0,0.10367526620061461,2016-10-01,1283.89,6.06,0.5732905982905976,CO,3.14547891555263
509,prego secretos,5.486666666666667,63.0,0.3850765608547653,2019-10-01,345.66,7.6,2.1133333333333324,CO,11.595155555555552
510,prego vazia,6.194687500000001,192.0,0.14265836151884329,2019-10-01,1189.38,7.08,0.8853124999999995,CO,5.484234277343748
511,salada mista,1.3274065420560748,428.0,0.013713213654090938,2020-10-01,568.13,1.35,0.02259345794392531,CO,0.02999070388243525
512,secretos prato,9.734484848484849,165.0,0.2608603586328113,2019-10-01,1606.19,12.27,2.535515151515151,CO,24.681933825528002
513,vazia prato,10.619507042253522,568.0,0.08266755239044567,2019-10-01,6031.88,11.5,0.880492957746478,CO,9.350401165443355
514,batata wedge,1.3273968042609854,1502.0,0.003907598127400266,2016-11-01,1993.75,1.33,0.0026031957390146854,CO,0.0034554737048339075
515,chuleton prato,15.044234234234235,111.0,0.5992750069219138,2020-11-01,1669.91,24.06,9.015765765765764,CO,135.63529198117033
516,costeletas de borrego prato,11.504397163120567,423.0,0.12025483774969302,2019-11-01,4866.36,12.89,1.3856028368794338,CO,15.940525345807567
517,entrecote prato,11.504397446129289,1253.0,0.0405968057617481,2019-11-01,14415.009999999998,11.97,0.4656025538707116,CO,5.356476831661489
518,lombo prato,11.504395209580839,835.0,0.06091950626390026,2018-11-01,9606.17,12.21,0.7056047904191622,CO,8.117556370755501
519,maminha prato,9.734505300353357,566.0,0.07604602403588986,2022-11-01,5509.73,10.47,0.7354946996466438,CO,7.1596770520920545
520,pao,1.3273563218390805,87.0,0.06746015391311291,2018-11-01,115.48,1.42,0.09264367816091945,CO,0.12297117188532158
521,pica-pau,5.7521875,320.0,0.07948077870586737,2022-11-01,1840.6999999999998,6.21,0.4578125000000002,CO,2.633423339843751
522,picanha prato,9.734495641344957,803.0,0.05360150298391139,2021-11-01,7816.8,10.26,0.5255043586550432,CO,5.115519888835295
523,prego entrecote,6.637211267605634,355.0,0.08266779360030431,2018-11-01,2356.21,7.19,0.5527887323943661,CO,3.6689756032533225
524,prego lombo,6.637191011235956,445.0,0.06594826328679794,2019-11-01,2953.55,7.07,0.4328089887640445,CO,2.87263592980684
525,prego maminha,5.486681222707424,229.0,0.10593837421302035,2022-11-01,1256.45,6.07,0.5833187772925763,CO,3.200484182223832
526,prego picanha,5.486711111111111,225.0,0.1078223104410114,2017-11-01,1234.51,6.08,0.593288888888889,CO,3.2552047387654324
527,prego secretos,5.48672131147541,61.0,0.3977059828052041,2017-11-01,334.69,7.67,2.18327868852459,CO,11.97904170921795
528,prego vazia,6.194714285714285,140.0,0.1956465989087485,2021-11-01,867.26,7.41,1.2152857142857147,CO,7.528347775510206
529,salada mista,1.3274005305039789,377.0,0.01556824632174079,2022-11-01,500.43000000000006,1.35,0.022599469496021207,CO,0.029998547798127037
530,secretos prato,9.734492753623188,207.0,0.2079323387813616,2022-11-01,2015.04,11.76,2.0255072463768116,CO,19.71728561226633
531,vazia prato,10.61951219512195,410.0,0.1145248598577452,2022-11-01,4354.0,11.84,1.220487804878049,CO,12.960985127900061
532,batata wedge,1.3273990038738241,1807.0,0.003248047655315167,2022-12-01,2398.61,1.33,0.002600996126175925,CO,0.0034525596669655986
533,chuleton prato,15.044222222222222,135.0,0.49273683448939465,2016-12-01,2030.97,22.46,7.4157777777777785,CO,111.56460883950618
534,costeletas de borrego prato,11.504398148148148,432.0,0.11774953871183831,2022-12-01,4969.9,12.86,1.3556018518518513,CO,15.595383434070639
535,entrecote prato,11.504401268834258,1261.0,0.04033926607607243,2022-12-01,14507.05,11.97,0.465598731165743,CO,5.356434633590794
536,fraldinha angus,11.5044578313253,83.0,0.6128682484145896,2022-12-01,954.8699999999999,18.56,7.055542168674698,CO,81.17018735665553
537,lombo prato,11.504400977995111,818.0,0.06218559075300016,2022-12-01,9410.6,12.22,0.7155990220048896,CO,8.232538088605397
538,maminha prato,9.734506828528072,659.0,0.06531419781682073,2018-12-01,6415.04,10.37,0.6354931714719267,CO,6.186212617176432
539,pao,1.3273417721518987,79.0,0.07429074756458633,2017-12-01,104.86,1.43,0.10265822784810119,CO,0.13626255407787205
540,pica-pau,5.752201405152225,427.0,0.059564193603847494,2022-12-01,2456.19,6.09,0.33779859484777486,CO,1.9430855519418178
541,picanha prato,9.734497409326426,965.0,0.04460312405531671,2019-12-01,9393.79,10.17,0.43550259067357366,CO,4.2393988406668495
542,prego entrecote,6.637208121827411,394.0,0.07448490563133921,2021-12-01,2615.06,7.13,0.4927918781725893,CO,3.2707622561776937
543,prego fraldinha angus,6.637142857142857,56.0,0.5240493615121449,2021-12-01,371.68,10.12,3.482857142857142,CO,23.11622040816326
544,prego lombo,6.637203703703704,540.0,0.0543463579325733,2017-12-01,3584.09,7.0,0.3627962962962963,CO,2.407952921467764
545,prego maminha,5.486709401709402,234.0,0.10367526620061461,2018-12-01,1283.89,6.06,0.5732905982905976,CO,3.14547891555263
546,prego picanha,5.486704980842911,261.0,0.09295016376880563,2017-12-01,1432.03,6.0,0.5132950191570886,CO,2.816298338251056
547,prego secretos,5.486666666666666,75.0,0.32346431111800283,2019-12-01,411.5,7.26,1.7733333333333334,CO,9.729688888888889
548,prego vazia,6.194684210526316,190.0,0.14415995193102238,2019-12-01,1176.99,7.09,0.8953157894736838,CO,5.546198584487533
549,salada mista,1.327408256880734,436.0,0.013461612445442106,2022-12-01,578.75,1.35,0.02259174311926615,CO,0.029988466353842395
550,secretos prato,9.734510869565218,184.0,0.23392431646260053,2020-12-01,1791.15,12.01,2.2754891304347815,CO,22.150773673794887
551,vazia prato,10.61950909090909,550.0,0.0853730523929098,2019-12-01,5840.73,11.53,0.9104909090909086,CO,9.668966486280986
552,batata wedge,1.3273997028231799,1346.0,0.004360494207746045,2019-01-01,1786.68,1.33,0.002600297176820199,CO,0.0034516336997630855
553,chuleton prato,15.044155844155846,77.0,0.8638854436243654,2019-01-01,1158.4,28.04,12.995844155844154,CO,195.51150480688142
554,costeletas de borrego prato,11.504403669724772,327.0,0.15555909828041348,2019-01-01,3761.9400000000005,13.29,1.7855963302752276,CO,20.542220974665412
555,entrecote prato,11.504400345125108,1159.0,0.04388939640867874,2021-01-01,13333.6,12.01,0.5055996548748922,CO,5.816620844037845
556,lombo prato,11.504402173913043,736.0,0.06911388386388595,2020-01-01,8467.24,12.3,0.7955978260869578,CO,9.152877359995289
557,maminha prato,9.734505119453924,586.0,0.07345059522943594,2019-01-01,5704.42,10.45,0.7154948805460748,CO,6.964988577618839
558,pao,1.3273972602739728,73.0,0.08040019731041638,2016-01-01,96.9,1.43,0.10260273972602718,CO,0.136194595608932
559,pica-pau,5.752222222222223,225.0,0.11304001206007161,2018-01-01,1294.25,6.4,0.6477777777777778,CO,3.726161728395062
560,picanha prato,9.734504881450489,717.0,0.06003075000292109,2022-01-01,6979.64,10.32,0.5854951185495114,CO,5.699505089585651
561,prego entrecote,6.637207792207792,308.0,0.09528263428994437,2017-01-01,2044.26,7.27,0.6327922077922077,CO,4.199973372406813
562,prego lombo,6.637206703910614,358.0,0.08197499036115202,2019-01-01,2376.12,7.18,0.5427932960893855,CO,3.602631303642209
563,prego maminha,5.486694560669456,239.0,0.10150605301197113,2018-01-01,1311.32,6.04,0.5533054393305443,CO,3.035817944363721
564,prego picanha,5.486713615023475,213.0,0.11389685878176728,2019-01-01,1168.67,6.11,0.6232863849765256,CO,3.419793894509466
565,prego secretos,5.486666666666666,51.0,0.4756828104676512,2022-01-01,279.82,8.1,2.6133333333333333,CO,14.338488888888888
