,description,avg price,qtd,elasticity,date,revenue,perfect price,price difference,restaurant,profit
190,crumble,3.5160536912751676,745.0,0.018508800212156184,2016-08-01,2619.46,3.58,0.06394630872483242,AR,47.64000000000016
191,cuba libre,5.2846153846153845,26.0,0.7971115074595769,2016-08-01,137.4,9.5,4.2153846153846155,AR,109.60000000000001
192,daiquiri de frutas,6.0975925925925925,54.0,0.442836781900445,2022-08-01,329.27,8.8,2.7024074074074083,AR,145.93000000000004
193,descafeinado,0.8849717514124293,354.0,0.009804042565633607,2021-08-01,313.28,0.89,0.005028248587570672,AR,1.7800000000000178
194,drymartini,5.69125,24.0,0.929983971972531,2020-08-01,136.59,10.98,5.28875,AR,126.93
195,extra entrecote,4.78701030927835,97.0,0.19354041616807718,2017-08-01,464.34,5.71,0.9229896907216499,AR,89.53000000000004
196,extra lombo,4.808108108108108,74.0,0.2548129796813293,2018-08-01,355.8,6.03,1.2218918918918922,AR,90.42000000000002
197,extra maminha,3.5397826086956523,46.0,0.3017851055433978,2018-08-01,162.83,4.61,1.070217391304348,AR,49.23000000000001
198,extra picanha,3.53972972972973,37.0,0.3751866885763204,2016-08-01,130.97,4.87,1.3302702702702702,AR,49.22
199,fanta,1.772680412371134,97.0,0.07167005763040203,2019-08-01,171.95,1.9,0.12731958762886597,AR,12.35
200,fruit mojito,6.097594339622642,212.0,0.11279808053785619,2022-08-01,1292.69,6.79,0.6924056603773581,AR,146.7899999999999
201,gin mare,8.129999999999999,40.0,0.7970941032781912,2021-08-01,325.19999999999993,14.61,6.48,AR,259.20000000000005
202,ginger beer fever tree,2.4388888888888887,27.0,0.35424790704460535,2018-08-01,65.85,3.3,0.8611111111111112,AR,23.25
203,gingerale fever tree,1.6167045454545457,88.0,0.07204884602062323,2019-08-01,142.27,1.73,0.11329545454545431,AR,9.96999999999998
204,ginja de obidos,3.251818181818182,22.0,0.5796723912915313,2020-08-01,71.54,5.14,1.8881818181818177,AR,41.53999999999999
205,gratin dauphinois,1.7699236641221374,131.0,0.05298613995565518,2022-08-01,231.86,1.86,0.09007633587786268,AR,11.800000000000011
206,hamburguer entrecote,7.079585492227979,193.0,0.14385652446982017,2021-08-01,1366.36,8.1,1.0204145077720206,AR,196.93999999999997
207,hamburguer lombo,7.045904761904762,315.0,0.08772133993985068,2018-08-01,2219.46,7.66,0.6140952380952385,AR,193.4400000000001
208,hamburguer maminha,5.7260756501182035,423.0,0.05308792564833345,2021-08-01,2422.13,6.03,0.30392434988179673,AR,128.56
209,hamburguer picanha,5.826245353159852,269.0,0.0849406405255798,2016-08-01,1567.2600000000002,6.32,0.4937546468401486,AR,132.81999999999996
210,hamburguer vazia,6.90266129032258,124.0,0.21831014607160895,2020-08-01,855.93,8.41,1.5073387096774198,AR,186.91000000000005
211,hamburguer vegetariano,6.055363321799308,289.0,0.0821715360174546,2017-08-01,1750.0,6.55,0.4946366782006919,AR,142.94999999999996
212,hamburguer waigyu,11.493196881091619,513.0,0.08786229100444702,2017-08-01,5896.01,12.5,1.0068031189083815,AR,516.4899999999997
213,hendrick's,7.317142857142858,70.0,0.4099421138128771,2022-08-01,512.2,10.32,3.0028571428571427,AR,210.2
215,imperial super bock 20cl,1.4601184041184043,1942.5,0.002947854811084974,2018-08-01,2836.28,1.46,-0.00011840411840435827,AR,-0.23000000000046594
216,la giulia super,5.284642857142857,28.0,0.7401788190756957,2019-08-01,147.97,9.2,3.9153571428571423,AR,109.62999999999998
217,la spider,6.504081632653061,49.0,0.5205577846351629,2019-08-01,318.7,9.89,3.3859183673469397,AR,165.91000000000005
218,limonadas,1.6039784946236557,744.0,0.00845482548274376,2017-08-01,1193.36,1.62,0.01602150537634439,AR,11.920000000000227
