,description,avg price,qtd,elasticity,date,revenue,perfect price,price difference,restaurant,profit
214,prego picanha,8.407,40.0,1.3760135004718463,2022-04-01,336.28,19.98,11.573,ALV,97.294211
215,prego vazia maturada,8.7221875,32.0,1.7845021639179826,2019-04-01,279.11,24.29,15.567812499999999,ALV,135.78537958984376
216,queijo provolone,5.952320261437909,306.0,0.12735221487339252,2019-04-01,1821.41,6.71,0.757679738562091,ALV,4.509952459524112
217,salada de atum,10.332432432432432,37.0,1.8282790749973716,2020-04-01,382.29999999999995,29.22,18.887567567567565,ALV,195.15451570489404
218,salada de carpaccio,10.619499999999999,40.0,1.738143852534884,2019-04-01,424.78,29.08,18.4605,ALV,196.04127974999997
219,salada grega de halloumi,8.8496,25.0,2.31752950137279,2020-04-01,221.24,29.36,20.510399999999997,ALV,181.50883584
220,salada mista,0.09173840208322968,1205.82,0.0004980928724552286,2019-04-01,110.62,0.09,-0.001738402083229687,ALV,-0.00015947822929364915
221,salsicha grelhada,5.309702970297029,101.0,0.34418385294782283,2022-04-01,536.28,7.14,1.8302970297029706,ALV,9.718333575139692
224,secretos,0.0,34.0,0.0,2019-04-01,0.0,0.0,0.0,ALV,0.0
225,secretos de porco preto,11.625470085470086,117.0,0.6505284581505004,2019-04-01,1360.18,19.19,7.564529914529915,ALV,87.94121623201112
226,shot,1.5753125,32.0,0.3222985707538443,2020-04-01,50.41,2.08,0.5046875000000002,ALV,0.7950405273437502
228,somersby,2.438955223880597,67.0,0.23832558263323822,2020-04-01,163.41,3.02,0.5810447761194029,ALV,1.4171421920249496
229,sprite,0.5961111111111111,18.0,0.21681850750569284,2022-04-01,10.73,0.73,0.13388888888888884,ALV,0.07981265432098762
230,sumo de laranja natural,2.6197701149425288,87.0,0.19714491051073205,2022-04-01,227.92000000000002,3.14,0.5202298850574714,ALV,1.3628827057735502
231,sumo naturaldo dia,3.362820512820513,117.0,0.1881739342287891,2020-04-01,393.45,4.0,0.6371794871794871,ALV,2.142720249835634
232,super bock,1.7883333333333333,12.0,0.9756832837756176,2020-04-01,21.46,3.53,1.7416666666666665,ALV,3.1146805555555552
233,super bock sem alcool,2.0324999999999998,20.0,0.6653377993836155,2022-04-01,40.64999999999999,3.38,1.3475000000000001,ALV,2.73879375
234,super bock stout,1.625985401459854,137.0,0.0777029869609491,2021-04-01,222.76,1.75,0.12401459854014596,ALV,0.20164592679418186
241,t. papa figos,14.634102564102564,78.0,1.228324546119674,2019-04-01,1141.46,32.61,17.975897435897437,ALV,263.0611267587114
246,tabua de charcutaria,10.324444444444445,36.0,1.8776119028358786,2019-04-01,371.68000000000006,29.71,19.385555555555555,ALV,200.1450913580247
247,tanqueray,5.691333333333334,15.0,2.4840732730191832,2020-04-01,85.37,19.83,14.138666666666666,ALV,80.46786488888888
248,tartaro delombo,8.452783505154638,97.0,0.5705183932220703,2022-04-01,819.92,13.28,4.827216494845361,ALV,40.80341596343926
249,tarte de maca,4.786472491909385,309.0,0.10141419010901971,2019-04-01,1479.02,5.27,0.4835275080906145,ALV,2.314391116557219
251,trilogia de atum,7.839178082191781,73.0,0.7030550127795583,2022-04-01,572.26,13.35,5.510821917808219,ALV,43.200314392944264
252,trilogia de iguarias,7.351923076923077,26.0,1.8512677911770723,2022-04-01,191.15,20.96,13.608076923076924,ALV,100.04553476331361
253,trilogia de sorbet,3.335339805825243,103.0,0.21200421754301746,2019-04-01,343.54,4.04,0.7046601941747572,ALV,2.3502811952116125
254,tulipa,2.79728813559322,118.0,0.15520182895553106,2020-04-01,330.08,3.23,0.4327118644067798,ALV,1.2104197644355073
255,tulipa super bock stout,2.9707692307692306,26.0,0.7480613350275546,2020-04-01,77.24,5.19,2.21923076923077,ALV,6.592822485207102
256,vazia maturada,12.960113207547169,265.0,0.3201876377273815,2021-04-01,3434.43,17.11,4.149886792452831,ALV,53.78300262869349
257,vegetariano,8.289111111111112,45.0,1.205971615801655,2022-04-01,373.01,18.29,10.000888888888888,ALV,82.89847920987654
258,wagyu burger,11.47488888888889,45.0,1.6694661356304132,2022-04-01,516.37,30.63,19.15511111111111,ALV,219.802771654321
259, cheddar,0.4027272727272727,11.0,0.23969556291010063,2019-05-01,4.43,0.5,0.09727272727272729,ALV,0.03917438016528926
260, entrecote maturado,4.853461538461539,26.0,1.2221369739400196,2019-05-01,126.19000000000001,10.79,5.93653846153846,ALV,28.812761094674553
263, sorbet,1.5266666666666666,24.0,0.41646127117356274,2020-05-01,36.64,2.16,0.6333333333333335,ALV,0.9668888888888891
264,abacaxi,0.0,45.0,0.0,2020-05-01,0.0,0.0,0.0,ALV,0.0
265,agua 0.375l,1.5594512195121952,328.0,0.031127166550755692,2019-05-01,511.50000000000006,1.61,0.05054878048780487,ALV,0.07882835737656156
266,agua 0.75l,2.6354838709677417,465.0,0.037106419373792845,2022-05-01,1225.5,2.73,0.09451612903225826,ALV,0.24909573361082255
267,agua das pedras 0.25l,1.3236986301369862,73.0,0.11871562905827544,2020-05-01,96.63,1.48,0.1563013698630138,ALV,0.2068959091762058
268,agua das pedras 75cl,2.62825,40.0,0.4301781233038099,2020-05-01,105.13,3.76,1.1317499999999998,ALV,2.9745219374999996
